client_id,attrition_flag,first_name,last_name,customer_age,gender,dependent_count,education_level,marital_status,income,card_category,month_on_book,credit_limit,remaining_balance
720923658,Existing Customer,Reagan,Pfannerstill,48,Male,3,Post-Graduate,Single,311384,Blue,39,4734,954
712710708,Existing Customer,Merle,Maggio,55,Male,2,High School,Single,207276,Blue,36,6244,2517
718939083,Attrited Customer,Korbin,Predovic,54,Female,2,Graduate,Married,255113,Blue,45,1438.3,306
779519058,Existing Customer,Briana,Nienow,51,Female,3,Post-Graduate,Divorced,272867,Platinum,34,34516,1578
719085933,Existing Customer,Uriah,Roob,35,Male,3,Graduate,Single,155922,Blue,24,23561,864
715124958,Existing Customer,Kaci,Beatty,50,Male,3,Uneducated,Single,226348,Blue,36,24742,1676
712979133,Attrited Customer,Vivien,Cole,55,Male,4,High School,Married,409724,Blue,41,27560,900
712006308,Existing Customer,Karina,Marvin,45,Female,0,College,Divorced,147347,Blue,35,5923,1686
710801133,Existing Customer,Tremaine,Gutkowski,34,Male,2,Uneducated,Married,232260,Blue,36,8581,2326
712490283,Existing Customer,Ray,Boehm,55,Female,4,Graduate,Married,161211,Blue,41,3156,2517
720071583,Attrited Customer,Wendell,Denesik,48,Female,2,Unknown,Married,416668,Blue,36,7151,800
717958833,Existing Customer,Montana,Grimes,46,Male,4,Graduate,Married,484619,Blue,35,1535,700
812420358,Attrited Customer,Raymundo,Runolfsson,61,Female,0,Graduate,Married,198188,Blue,56,2122,554
712370208,Existing Customer,Kiley,Spencer,48,Male,1,Uneducated,Unknown,119257,Blue,35,17131,1213
715940358,Existing Customer,Lydia,Hessel,51,Female,1,Graduate,Married,52463,Blue,42,5822,2387
715041333,Existing Customer,Tomasa,Renner,39,Male,3,Doctorate,Married,297754,Blue,29,3537,2517
712797258,Existing Customer,Boyd,Paucek,43,Male,3,Graduate,Married,318280,Blue,33,34516,2129
769170558,Existing Customer,Dedric,Howe,53,Male,3,Graduate,Single,279784,Blue,47,16320,0
715884858,Existing Customer,Ruthe,Hirthe,38,Male,2,High School,Married,130371,Blue,36,2407,843
796343058,Existing Customer,Carlie,Pfeffer,49,Female,2,High School,Single,306685,Blue,43,3538,0
783910008,Existing Customer,Annabel,Mraz,37,Female,0,Unknown,Married,111443,Blue,31,2684,1381
718888308,Existing Customer,Dawn,Schaden,53,Male,3,Graduate,Single,322796,Blue,36,34516,2517
785114808,Existing Customer,Herbert,Conn,46,Male,2,Post-Graduate,Single,426464,Silver,40,15459,0
709852908,Existing Customer,Raquel,Swaniawski,44,Female,3,Uneducated,Single,201402,Blue,36,4307,0
823528833,Existing Customer,Julianne,Koepp,50,Female,1,Unknown,Single,301031,Blue,46,2081,1235
719679858,Existing Customer,Bridget,Kub,58,Female,2,Uneducated,Married,387177,Blue,47,2848,1468
827108583,Existing Customer,Jacquelyn,Wisozk,55,Male,3,High School,Single,437461,Blue,51,34516,1266
787833333,Existing Customer,Alia,DuBuque,44,Male,3,College,Unknown,96272,Blue,35,6361,1292
719781183,Existing Customer,Dino,Blick,57,Male,4,High School,Married,145964,Blue,38,15428,1553
710429358,Existing Customer,Tia,Gerhold,57,Male,1,High School,Married,397186,Blue,48,2544,1927
798792408,Attrited Customer,Bettye,Russel,48,Male,3,High School,Married,69184,Blue,42,9959,0
710280558,Existing Customer,Wilton,Hilll,51,Male,1,Graduate,Single,51914,Blue,39,8796,2517
809825358,Existing Customer,Haylee,Bruen,53,Female,3,Uneducated,Married,79173,Blue,48,3428,1566
714451833,Existing Customer,Angelina,Ryan,45,Female,1,Doctorate,Single,224806,Blue,36,1438.3,0
713943783,Existing Customer,Parker,Pollich,41,Male,4,Post-Graduate,Married,452414,Blue,32,18001,906
710706558,Existing Customer,Vernon,Kunze,51,Female,4,Graduate,Single,392763,Blue,42,2680,1753
713620308,Existing Customer,Tomas,Welch,46,Female,2,High School,Married,83371,Blue,35,4675,1734
813453408,Existing Customer,Garth,Nader,40,Female,5,College,Married,33276,Blue,35,2448,1693
818248383,Existing Customer,Richie,Hilpert,33,Male,2,Doctorate,Married,101666,Blue,28,4049,0
780106908,Existing Customer,Ola,Davis,53,Male,1,High School,Single,180851,Blue,38,8154,996
708938508,Existing Customer,Michael,Leffler,63,Male,1,High School,Married,309252,Blue,36,4559,1571
709671708,Existing Customer,Delta,Crist,61,Male,0,Uneducated,Single,76927,Blue,36,19354,984
711204483,Attrited Customer,Jared,Weber,56,Male,4,High School,Married,314797,Blue,46,2340,1930
801728658,Existing Customer,Aric,Yundt,53,Male,2,Graduate,Single,293782,Blue,47,13848,1389
713945883,Attrited Customer,Era,Mosciski,62,Female,2,Graduate,Married,250460,Blue,52,2490,513
779558733,Existing Customer,Kyla,Bradtke,50,Female,4,Unknown,Married,444156,Silver,36,32156,1791
788370258,Existing Customer,Johnson,Pouros,37,Male,4,Graduate,Married,93169,Blue,30,2578,2517
714927333,Existing Customer,Myrtle,McGlynn,62,Female,0,Graduate,Married,299451,Blue,52,9050,1538
710383158,Existing Customer,Harmon,Dooley,49,Male,3,Uneducated,Single,54835,Silver,41,34516,0
798007308,Existing Customer,Gordon,Bayer,57,Female,3,High School,Married,291366,Blue,51,8362,0
711768858,Existing Customer,Richmond,Carroll,55,Male,2,High School,Married,377991,Blue,36,6514,2258
714888633,Existing Customer,Mason,Fahey,50,Male,1,Graduate,Married,235425,Blue,42,4051,1183
712650333,Existing Customer,Oran,Balistreri,48,Male,3,College,Married,394423,Blue,37,11959,1665
719945433,Existing Customer,Bradford,Dibbert,60,Female,1,Uneducated,Divorced,161899,Blue,48,2070,0
720310458,Existing Customer,Brooke,Hickle,46,Male,1,Unknown,Single,65424,Blue,32,11840,1295
718344033,Existing Customer,Quinton,Senger,47,Male,2,College,Married,103311,Blue,35,3636,1010
715442958,Existing Customer,Lazaro,Little,54,Male,2,Uneducated,Married,52522,Blue,36,11067,2517
780326883,Existing Customer,Theresia,Satterfield,53,Male,2,Doctorate,Married,307407,Blue,40,11262,1435
711157833,Existing Customer,Tiffany,Wiza,56,Female,3,Graduate,Single,91384,Blue,36,5108,1656
719704308,Existing Customer,Idella,Goldner,56,Female,4,High School,Married,289444,Blue,36,2072,1543
708772308,Existing Customer,Dax,Murray,41,Male,3,Uneducated,Married,499873,Blue,24,4119,1656
817663908,Existing Customer,Alize,Schumm,60,Female,1,Graduate,Married,439666,Blue,42,5903,1335
780054258,Existing Customer,Kenna,Block,40,Male,5,Graduate,Unknown,272278,Blue,25,7860,541
709990983,Existing Customer,Dayton,Bradtke,49,Female,3,Post-Graduate,Married,126400,Blue,36,5918,842
818045958,Existing Customer,Jennings,Schowalter,46,Male,4,Graduate,Single,159442,Blue,41,6741,1745
716380683,Existing Customer,Julian,Feil,36,Female,3,High School,Married,270775,Blue,36,3880,1542
787480158,Existing Customer,Clement,Bernhard,57,Female,2,Unknown,Married,241069,Blue,45,2494,1639
778461408,Existing Customer,Kiera,Johnson,38,Male,1,High School,Married,218412,Blue,23,22149,987
713861733,Existing Customer,Astrid,Kuphal,50,Male,3,Graduate,Divorced,279736,Blue,36,34516,1542
789291633,Existing Customer,Gayle,Bode,62,Male,0,Graduate,Married,307694,Blue,51,5450,967
789513858,Attrited Customer,Chandler,Conroy,43,Male,3,Unknown,Married,273054,Blue,35,1438.3,0
778357458,Existing Customer,Erica,Schaefer,44,Female,5,Unknown,Single,120400,Blue,24,2003,1224
718325883,Existing Customer,Hanna,Brown,39,Male,2,Uneducated,Single,129883,Blue,32,7723,1902
720344658,Existing Customer,Tremayne,Harvey,38,Male,2,College,Married,40897,Blue,23,18226,1847
809292483,Existing Customer,Stefanie,Bartell,44,Female,4,College,Married,278286,Blue,39,8128,1846
779791008,Existing Customer,Brianne,Bartell,43,Male,3,High School,Married,153077,Blue,32,5851,1660
779557533,Existing Customer,Alexandria,Lang,54,Male,1,Post-Graduate,Single,196288,Blue,40,10260,942
795904233,Existing Customer,Nyasia,Hauck,38,Female,3,Unknown,Single,93467,Blue,32,26945,727
710573808,Existing Customer,Sienna,Wuckert,55,Male,2,Unknown,Single,90382,Blue,36,2243,1418
717418158,Existing Customer,Laila,Gerlach,42,Male,5,Unknown,Unknown,72513,Blue,36,34516,1839
771963708,Attrited Customer,Noe,Schinner,56,Male,3,Unknown,Married,459284,Blue,45,12248,0
712433508,Attrited Customer,Peggie,Kunze,59,Female,1,Unknown,Married,435138,Blue,50,1438.3,0
779320983,Existing Customer,Ryder,Sauer,46,Male,4,Uneducated,Single,279691,Blue,28,19843,1178
718093233,Existing Customer,Alessia,Fritsch,55,Female,2,Post-Graduate,Married,392032,Blue,45,2163,0
719459358,Existing Customer,Laila,Greenholt,52,Male,1,Doctorate,Married,397823,Blue,41,33864,989
717728808,Existing Customer,Coby,Sauer,39,Female,2,Graduate,Married,322319,Blue,26,4531,1214
788701608,Existing Customer,Ramiro,Wuckert,42,Female,4,Graduate,Single,97582,Blue,26,2950,1705
778506633,Attrited Customer,Delmer,VonRueden,43,Female,4,College,Married,457359,Blue,23,7706,392
719989008,Existing Customer,Ansley,Buckridge,47,Female,1,High School,Unknown,266894,Blue,36,25657,2216
791839233,Existing Customer,Deborah,Rempel,42,Female,4,Unknown,Divorced,327628,Blue,36,17536,1525
716918508,Existing Customer,Fanny,Orn,39,Male,1,College,Single,263416,Blue,24,3770,1197
717321783,Existing Customer,Caterina,Denesik,50,Male,1,Uneducated,Single,251142,Blue,45,10344,1274
799000008,Existing Customer,Demond,Sipes,57,Male,2,Post-Graduate,Divorced,407059,Blue,51,26437,1472
721517208,Existing Customer,Emmanuelle,Gleichner,41,Male,4,Unknown,Married,92551,Blue,30,2450,1967
719068683,Existing Customer,Payton,Hodkiewicz,52,Female,1,High School,Married,181675,Blue,36,3136,1864
709120008,Existing Customer,Wilmer,Wiegand,43,Male,2,High School,Single,63849,Blue,36,6976,0
709117533,Existing Customer,Howell,Jacobs,42,Male,3,High School,Single,32533,Blue,36,21134,1508
816594183,Existing Customer,Maryse,Lueilwitz,58,Female,2,Uneducated,Married,323998,Blue,53,2019,1380
789485433,Existing Customer,Roxane,Cummings,42,Male,4,College,Married,397122,Blue,34,34516,668
712881483,Existing Customer,Anderson,Kris,55,Male,1,Post-Graduate,Married,66093,Blue,45,9959,1890
712689333,Existing Customer,Richard,Grady,38,Male,2,Unknown,Single,309098,Blue,28,20241,1203
771492408,Existing Customer,Maximilian,Price,40,Female,2,Graduate,Married,75559,Blue,28,2421,1747
711668283,Existing Customer,Mallie,Nicolas,48,Male,4,Uneducated,Married,86326,Blue,37,30948,2404
772684833,Existing Customer,Petra,Smith,32,Female,1,Unknown,Married,372787,Blue,22,2642,2035
712960308,Existing Customer,Kamren,Wolf,33,Female,2,High School,Single,34096,Blue,36,8070,2350
713530833,Attrited Customer,Linnea,Cummings,58,Male,2,Graduate,Married,253509,Blue,48,4085,2238
756065433,Existing Customer,Newell,Hoppe,26,Male,0,Unknown,Single,324750,Blue,19,2187,1597
710997183,Existing Customer,Amiya,Maggio,46,Male,0,Unknown,Married,95953,Gold,36,34516,1092
711146358,Existing Customer,Madelynn,Vandervort,39,Female,1,Graduate,Married,68098,Blue,29,3358,1758
716144058,Existing Customer,Bonita,Jacobs,36,Female,1,College,Single,270420,Blue,25,1888,0
778699908,Attrited Customer,Madelynn,Medhurst,43,Male,2,Uneducated,Married,68046,Blue,24,14447,0
713571258,Existing Customer,Kieran,Reilly,45,Male,2,Unknown,Single,108486,Silver,26,32349,1630
711676908,Existing Customer,Tomas,Gerhold,51,Female,3,College,Married,148454,Blue,36,12605,1449
719315508,Existing Customer,Jana,Swaniawski,62,Female,0,Unknown,Married,240388,Blue,36,2964,2400
778623858,Existing Customer,Rosa,Mueller,58,Male,0,Uneducated,Married,471214,Blue,38,3785,1935
714665733,Existing Customer,Madge,Hartmann,42,Male,4,Graduate,Single,208351,Blue,36,2727,834
816089433,Existing Customer,Phyllis,Yundt,49,Male,4,Doctorate,Married,160017,Blue,44,3343,1581
716991933,Attrited Customer,Cleora,McDermott,53,Female,3,Uneducated,Single,93319,Blue,35,9786,0
714534108,Existing Customer,Justen,Doyle,45,Female,2,High School,Married,440067,Blue,36,6407,1884
787456608,Existing Customer,Larry,Aufderhar,29,Male,2,High School,Married,110857,Blue,15,4158,1635
717090183,Existing Customer,Katrina,Shields,60,Male,1,Doctorate,Married,196659,Blue,50,21697,2144
772782708,Existing Customer,Joey,Mosciski,50,Male,3,Post-Graduate,Single,103817,Blue,40,31383,1688
710722908,Existing Customer,Susan,Gislason,53,Male,3,Doctorate,Single,464410,Blue,36,30883,1694
795155433,Existing Customer,Abbigail,Schinner,45,Male,3,Unknown,Married,261649,Blue,38,12918,1345
715271733,Existing Customer,Alvah,Abbott,50,Female,2,Uneducated,Single,56473,Blue,37,8520,814
771706308,Existing Customer,Bette,Bashirian,46,Male,2,Doctorate,Single,46094,Blue,34,14310,694
713989233,Existing Customer,Jonatan,McCullough,61,Male,0,Post-Graduate,Married,121950,Blue,53,14434,1927
780198258,Existing Customer,Karine,Reichert,46,Male,4,College,Single,408746,Blue,36,7793,1705
802002858,Attrited Customer,Clotilde,Stanton,62,Female,1,High School,Married,56397,Blue,56,8990,0
716290233,Existing Customer,Janelle,Lueilwitz,43,Female,3,Graduate,Married,288960,Blue,33,4343,0
828298908,Existing Customer,Emma,Ankunding,54,Male,4,Graduate,Married,436975,Blue,50,2872,2035
788946783,Existing Customer,Muhammad,Reilly,50,Male,2,Unknown,Single,489406,Blue,36,9697,0
720697908,Existing Customer,Idell,Breitenberg,35,Male,2,High School,Married,155329,Blue,21,2967,1843
780598383,Existing Customer,Braden,Halvorson,35,Male,3,Doctorate,Single,312062,Blue,23,2148,1545
715345833,Existing Customer,Maxie,West,36,Female,1,High School,Single,306689,Blue,36,6116,2517
710831133,Existing Customer,London,Morar,42,Male,3,Unknown,Married,271549,Blue,36,18085,1487
766706358,Existing Customer,Barbara,Skiles,39,Female,2,Unknown,Married,218933,Blue,32,2524,1395
816533733,Existing Customer,Virginia,Jakubowski,50,Male,1,Unknown,Married,99160,Blue,45,33951,0
712373208,Attrited Customer,Maryse,Lebsack,43,Male,3,Doctorate,Single,367726,Blue,35,3312,0
721433283,Existing Customer,Kaitlin,Strosin,39,Female,1,High School,Single,187887,Blue,20,9956,1117
720680058,Existing Customer,Ethyl,Thompson,47,Male,2,Post-Graduate,Married,282461,Blue,36,3888,1663
716909283,Existing Customer,Curtis,Schinner,60,Male,1,Post-Graduate,Single,122886,Blue,48,30655,0
754654383,Existing Customer,Kathleen,Reichert,30,Male,2,High School,Married,89715,Blue,23,2997,1393
719226333,Existing Customer,Ardella,Haag,44,Male,4,Unknown,Single,350723,Blue,24,11042,2211
779759058,Existing Customer,Conrad,Lesch,52,Male,0,Graduate,Single,390630,Blue,41,3386,1794
718206783,Existing Customer,Wilmer,Stracke,45,Female,4,Unknown,Single,253162,Gold,36,15987,1648
715783758,Existing Customer,Stevie,Watsica,40,Male,4,Graduate,Divorced,404763,Blue,30,25188,1295
771190083,Existing Customer,Haylie,Emard,36,Female,3,Post-Graduate,Single,364097,Blue,23,2410,1705
713135883,Existing Customer,Jaida,Bradtke,65,Female,0,High School,Married,204144,Blue,53,4315,717
778799583,Existing Customer,Lane,Fahey,35,Female,0,Unknown,Married,225376,Blue,24,2592,2227
808796208,Existing Customer,Santa,Greenholt,54,Female,2,Unknown,Divorced,25176,Blue,49,5476,2517
708313608,Existing Customer,Rita,Schimmel,53,Male,3,Unknown,Married,234366,Blue,43,2464,2116
779330208,Existing Customer,Kylee,Corwin,62,Female,1,College,Married,371855,Blue,44,2378,1610
794498733,Existing Customer,Moriah,Murphy,40,Male,2,Unknown,Single,198441,Blue,21,20056,1602
807964908,Existing Customer,Mikel,Schultz,41,Male,4,High School,Married,426434,Blue,36,8013,2025
823845783,Existing Customer,Quinten,Leuschke,53,Male,2,Unknown,Married,203293,Blue,49,3386,1984
711748983,Existing Customer,Charity,Roberts,30,Male,1,High School,Married,33948,Blue,17,7906,1631
718064283,Existing Customer,Estelle,Stoltenberg,46,Male,3,Uneducated,Divorced,288748,Blue,34,11501,713
710492733,Existing Customer,Sally,Greenholt,29,Male,0,Post-Graduate,Single,233959,Blue,19,13632,1482
779016408,Existing Customer,Rosemarie,Watsica,37,Female,3,Uneducated,Married,139116,Blue,27,2229,1791
717787533,Existing Customer,Elliot,Kirlin,51,Female,1,High School,Married,121946,Blue,40,5158,2190
714851058,Existing Customer,Fredrick,Ankunding,31,Male,0,Graduate,Married,372425,Blue,21,2158,1729
823535133,Existing Customer,Blair,Fritsch,45,Male,2,Uneducated,Unknown,302680,Blue,41,23271,1262
708455883,Attrited Customer,Moises,Ratke,57,Male,1,Graduate,Single,421688,Blue,36,10244,861
780095808,Existing Customer,Ben,Torp,43,Male,3,Unknown,Divorced,214090,Blue,30,2588,1669
709207458,Existing Customer,Genesis,Watsica,44,Male,3,Graduate,Married,375672,Blue,27,10747,1603
763895958,Attrited Customer,Therese,Ledner,53,Male,2,High School,Married,311983,Blue,46,7474,0
715942683,Existing Customer,Dolly,Dach,32,Female,3,Graduate,Single,449074,Blue,36,3555,0
721301733,Existing Customer,Lois,Kohler,53,Male,1,Graduate,Married,117708,Blue,38,22140,733
711927108,Attrited Customer,Mayra,Boyer,54,Male,3,High School,Married,459527,Blue,36,9457,350
718083483,Existing Customer,Jacques,Wiegand,42,Male,3,Uneducated,Unknown,372725,Blue,35,6218,2134
717548358,Existing Customer,Malika,Ullrich,38,Female,1,College,Married,169866,Blue,25,2580,2265
816829608,Existing Customer,Mohammad,Simonis,44,Male,2,Unknown,Married,78763,Blue,39,1438.3,0
713936583,Existing Customer,Nannie,Lindgren,54,Male,2,Graduate,Married,462298,Blue,43,6224,1892
709682658,Existing Customer,Kian,Kemmer,37,Female,4,High School,Single,50520,Blue,36,3093,2517
793889508,Existing Customer,Nils,Schimmel,48,Female,2,Graduate,Married,353084,Blue,42,4076,0
714648933,Existing Customer,Alayna,Quigley,55,Female,3,Graduate,Married,363482,Blue,36,4861,1123
711556533,Existing Customer,Anne,Champlin,43,Female,1,Graduate,Unknown,88404,Blue,36,9851,0
717420333,Existing Customer,Rubie,Becker,37,Male,1,High School,Single,185140,Blue,26,7349,2517
768921933,Existing Customer,Emmitt,Hartmann,34,Male,2,High School,Married,424035,Blue,28,2853,2420
714311583,Existing Customer,Shanie,Wolf,46,Female,4,Graduate,Single,125512,Blue,36,17023,1084
717707133,Existing Customer,Katherine,Gleichner,32,Male,1,Unknown,Single,461366,Blue,24,10060,2322
716043258,Existing Customer,Alessandra,Hyatt,53,Male,3,Unknown,Married,448698,Blue,41,1595,870
716343408,Existing Customer,Leonard,Murphy,46,Male,3,Graduate,Divorced,77807,Blue,38,8475,1385
718909158,Existing Customer,Haleigh,Abshire,38,Male,1,College,Married,451424,Blue,25,5559,658
719471433,Existing Customer,Meaghan,Hartmann,31,Female,0,Graduate,Married,111275,Blue,22,2917,2127
712763808,Existing Customer,Ashly,Zulauf,38,Male,2,Unknown,Single,130562,Blue,36,6692,2037
711147483,Attrited Customer,Newton,Flatley,46,Female,3,Graduate,Single,340405,Blue,28,8551,1067
719788833,Existing Customer,Tess,Friesen,47,Male,3,High School,Married,468623,Blue,36,10569,0
715168983,Existing Customer,Mariana,Wiegand,47,Female,3,Graduate,Married,247246,Blue,36,7051,0
714306258,Existing Customer,Bonita,Johnson,56,Male,1,College,Married,346627,Blue,46,10117,2242
713828208,Existing Customer,Elna,Von,47,Male,2,Uneducated,Unknown,470253,Blue,36,8311,0
710574558,Existing Customer,Aliyah,Pacocha,47,Male,4,Graduate,Single,100187,Blue,41,26442,1642
710947683,Existing Customer,Dan,Treutel,64,Female,0,Graduate,Married,189357,Blue,51,4920,1142
711113958,Existing Customer,Annie,Langosh,37,Female,3,Unknown,Married,341772,Blue,25,1438.3,674
718923858,Existing Customer,Sabrina,Johnson,42,Male,1,College,Married,266545,Silver,29,26750,1204
752666508,Existing Customer,Kelsi,Upton,41,Male,4,College,Married,263414,Silver,34,34516,1347
712672083,Existing Customer,Kip,Klein,65,Female,0,High School,Married,208481,Blue,36,1438.3,747
719863758,Existing Customer,Burdette,Casper,49,Female,3,Post-Graduate,Married,182610,Blue,41,1869,758
720990183,Attrited Customer,Mathilde,Schoen,54,Male,5,High School,Married,146219,Blue,36,14539,0
720718908,Existing Customer,Heidi,Hackett,46,Male,3,Uneducated,Single,153139,Blue,36,26977,1961
721250358,Existing Customer,Delaney,Rath,50,Male,2,Unknown,Married,302529,Blue,36,5426,1478
779773533,Existing Customer,Elda,Stracke,50,Female,3,Unknown,Married,45180,Blue,34,7623,2517
708249708,Existing Customer,Felipa,Terry,48,Female,1,Doctorate,Married,414219,Blue,39,4844,1576
713967783,Existing Customer,Alexandria,Windler,62,Female,0,Unknown,Married,60424,Blue,52,2683,1707
779506158,Existing Customer,Charity,Reichert,39,Female,1,College,Married,70350,Blue,22,3214,2257
759823158,Existing Customer,Mark,Boehm,46,Male,1,Unknown,Married,337398,Blue,39,5374,2324
716608608,Attrited Customer,Audrey,Labadie,41,Male,2,Uneducated,Married,388571,Blue,33,8004,1452
789528183,Existing Customer,Isaias,Lang,39,Female,2,Graduate,Married,423509,Blue,31,1438.3,997
708895158,Existing Customer,Ashtyn,Nikolaus,46,Male,2,Unknown,Married,413625,Blue,34,2925,2365
824805858,Existing Customer,Margarette,Morissette,39,Female,2,Uneducated,Single,32187,Blue,35,9235,1479
720840108,Existing Customer,Alfredo,Lubowitz,44,Male,0,Uneducated,Married,135557,Blue,24,8837,2103
787595658,Existing Customer,Domenick,Spinka,57,Female,3,Unknown,Single,94320,Blue,29,8801,1421
720244983,Existing Customer,Bernadette,Morar,40,Male,3,Unknown,Single,362301,Blue,28,3563,1707
713220258,Existing Customer,Blaise,Stamm,65,Female,0,High School,Married,254345,Blue,36,8138,2104
813469458,Existing Customer,Hertha,Sanford,26,Female,1,Graduate,Single,456690,Blue,20,1438.3,673
788939358,Existing Customer,Velva,Upton,47,Male,2,High School,Unknown,289477,Blue,33,2458,1399
718870158,Existing Customer,Ryleigh,Hoppe,47,Male,4,High School,Married,454778,Blue,34,4592,1635
788673708,Attrited Customer,Filomena,Cremin,57,Female,2,High School,Married,172190,Blue,45,1438.3,0
711809283,Existing Customer,Benton,Stroman,31,Male,1,Unknown,Married,252039,Blue,36,1868,1515
816513108,Existing Customer,Rocio,Bruen,54,Male,4,Graduate,Married,236444,Blue,49,5269,1099
718594608,Existing Customer,Rosemary,Leannon,43,Female,2,Post-Graduate,Married,52739,Blue,36,20156,1759
823606983,Existing Customer,Delores,Spencer,39,Male,2,College,Married,266974,Blue,35,7410,2517
717028158,Existing Customer,Geovanny,Crooks,53,Male,3,Graduate,Married,488623,Blue,44,12163,2082
788485908,Existing Customer,Parker,Morar,44,Male,3,Unknown,Married,238957,Blue,37,6224,0
714472608,Existing Customer,Jessica,Pouros,59,Male,0,College,Married,61386,Blue,49,4250,1095
710793783,Existing Customer,Beverly,Zulauf,53,Female,3,Graduate,Married,463786,Blue,40,12059,1978
794340033,Existing Customer,Bo,Kiehn,34,Female,3,Uneducated,Married,86710,Blue,28,2799,1762
716462658,Existing Customer,Alvah,Powlowski,47,Male,4,Doctorate,Single,114017,Blue,36,18037,0
718050033,Existing Customer,Iva,Krajcik,54,Male,2,College,Married,409784,Blue,43,5657,1719
714023808,Existing Customer,Elisha,Kuhlman,42,Female,2,Graduate,Married,175441,Blue,33,13770,2517
716341833,Existing Customer,Chase,Beier,53,Female,3,College,Married,263460,Blue,44,4646,1730
719648358,Existing Customer,Landen,Pagac,50,Male,2,Graduate,Single,477171,Blue,35,2514,1521
816600933,Attrited Customer,Edna,Bruen,56,Male,0,College,Married,217771,Blue,51,14501,0
714208533,Attrited Customer,Jaclyn,Lebsack,43,Male,3,High School,Married,184145,Blue,36,8663,288
713095533,Existing Customer,Vicenta,Dietrich,44,Female,4,High School,Divorced,254922,Blue,36,2333,1485
809967783,Existing Customer,Lenora,Glover,34,Female,4,Graduate,Divorced,364134,Blue,26,3038,1539
715848408,Existing Customer,Philip,Hagenes,61,Male,1,Graduate,Unknown,113873,Blue,52,8851,0
714414483,Existing Customer,Hermina,Aufderhar,54,Female,0,Unknown,Married,307461,Blue,44,2945,2206
708655983,Existing Customer,Freida,Kertzmann,49,Female,3,High School,Divorced,365623,Blue,40,5267,0
720426708,Attrited Customer,Vidal,Bode,56,Male,3,High School,Single,167353,Blue,45,8512,0
713743158,Existing Customer,Bill,Armstrong,47,Male,1,Graduate,Married,254904,Blue,36,19063,1714
721279083,Existing Customer,Kitty,Doyle,53,Male,4,Graduate,Single,232169,Blue,33,5376,1177
779149683,Existing Customer,Jacinthe,Schiller,30,Female,0,Graduate,Divorced,388873,Blue,13,7772,1890
714970458,Existing Customer,Vilma,Robel,39,Female,2,High School,Married,353681,Blue,29,9173,2047
719070108,Existing Customer,Marcel,Prohaska,44,Male,2,Graduate,Married,289234,Silver,35,34516,1726
715490733,Existing Customer,Lorna,Rau,54,Female,3,Uneducated,Single,190757,Blue,36,11975,1542
714989583,Existing Customer,Marietta,Buckridge,46,Male,2,Graduate,Married,33467,Blue,36,15405,1691
820355433,Existing Customer,Luna,Lindgren,43,Male,3,Unknown,Single,438359,Blue,38,2615,0
715901508,Existing Customer,Giles,Heaney,35,Male,1,High School,Married,317149,Blue,25,23991,2307
710370483,Existing Customer,Ashley,Witting,39,Female,4,College,Married,238488,Blue,31,1888,1292
778573233,Existing Customer,Chaim,Cruickshank,61,Female,1,Graduate,Married,114062,Blue,54,3102,2091
708833133,Existing Customer,Alec,Trantow,40,Female,3,Graduate,Divorced,468921,Blue,29,3170,2517
719885883,Existing Customer,Caleb,Sporer,53,Male,3,College,Single,195564,Blue,36,34516,1901
712523283,Existing Customer,Ava,Hartmann,55,Male,2,Unknown,Married,57025,Blue,41,14938,0
711309033,Existing Customer,Susana,Bahringer,41,Male,2,Unknown,Single,298989,Blue,24,17298,2310
708134283,Existing Customer,Jocelyn,Purdy,35,Male,2,Uneducated,Married,84983,Blue,36,3131,629
720147633,Existing Customer,Deshaun,Huel,61,Male,1,Unknown,Single,220259,Blue,47,11915,1631
708983658,Attrited Customer,Leonor,Pfannerstill,51,Male,2,Uneducated,Single,136609,Blue,39,16868,0
766285608,Existing Customer,Diego,Barrows,42,Male,3,High School,Single,112108,Blue,35,3266,1900
779715108,Existing Customer,Mathias,Haley,46,Male,2,Unknown,Divorced,214659,Blue,30,2770,1286
798035358,Existing Customer,Ora,Windler,46,Female,4,High School,Single,454811,Blue,40,3556,2172
719391783,Existing Customer,Simone,Mitchell,46,Male,4,Uneducated,Married,461303,Blue,35,9149,1566
809342208,Existing Customer,Johanna,Ondricka,26,Male,0,Graduate,Single,92052,Blue,19,1438.3,0
780713058,Existing Customer,Demario,Fisher,46,Male,3,High School,Married,288684,Blue,35,14701,1635
779338683,Existing Customer,Brice,Ledner,62,Male,1,Graduate,Married,379126,Blue,44,14825,962
783387783,Existing Customer,Caden,Weber,55,Male,2,Uneducated,Divorced,293213,Blue,49,10127,1873
787800108,Existing Customer,Carlotta,Adams,55,Male,2,College,Married,315223,Blue,45,2929,2431
721397808,Existing Customer,Patricia,Will,32,Male,0,High School,Married,245933,Blue,24,3735,1176
778698408,Existing Customer,Ashleigh,Runolfsson,37,Female,4,Uneducated,Married,320296,Blue,18,2930,2024
709545333,Existing Customer,London,Maggio,33,Female,4,High School,Single,198006,Blue,29,12716,1496
716032233,Existing Customer,Luigi,Nikolaus,42,Male,2,College,Married,134520,Blue,32,22120,1805
717835908,Existing Customer,Tito,Hettinger,33,Male,2,Post-Graduate,Married,155052,Blue,22,1438.3,681
719466558,Existing Customer,Grant,Emmerich,60,Female,0,High School,Single,63384,Blue,36,4546,0
